,,,,1f1f,21oo,3zwv,7144,fkih,j2nn,mjlk,ofjk,orar,rbzz,toba
100,130,0.7,0.3,0,0,0,0,0,0,0,0,0,0,1
100,130,0.7,0.4,0,0,0,0,0,0,0,0,0,0,1
100,130,0.7,0.5,0,0,0,0,0,0,0,0,0,0,1
100,130,0.7,0.6,0,0,0,0,0,0,0,0,0,0,1
100,130,0.7,0.7,0,0,0,0,0,0,0,0,0,0,1
